chr	pos	eQTL_p	GWAS_p	KG_AF1	KG_AF2	CEU_AF1	CEU_AF2	KG_MAF	CEU_MAF
11	34248229	0.751491200497725	0.87	0.458666	0.541334	0.384058	0.615942	0.458666	0.384058
11	34248540	0.394504769347911	0.89	0.124601	0.875399	0.173913	0.826087	0.124601	0.173913
11	34248566	0.394504769347911	0.77	0.124201	0.875799	0.173913	0.826087	0.124201	0.173913
11	34248586	0.751491200497725	0.84	0.422524	0.577476	0.384058	0.615942	0.422524	0.384058
11	34248619	0.751491200497725	0.85	0.417332	0.582668	0.384058	0.615942	0.417332	0.384058
11	34248689	0.751491200497725	0.97	0.458666	0.541334	0.384058	0.615942	0.458666	0.384058
11	34249011	0.662609674760282	0.87	0.373203	0.626797	0.376812	0.623188	0.373203	0.376812
11	34249091	0.751491200497725	0.91	0.458666	0.541334	0.384058	0.615942	0.458666	0.384058
11	34249711	0.257837000922616	0.31	0.929912	0.0700879	0.971014	0.0289855	0.0700879	0.0289855
11	34250099	0.751491200497725	0.97	0.422125	0.577875	0.384058	0.615942	0.422125	0.384058
11	34250350	0.751491200497725	0.73	0.427516	0.572484	0.384058	0.615942	0.427516	0.384058
11	34250559	0.868770946833316	0.6	0.416134	0.583866	0.333333	0.666667	0.416134	0.333333
11	34250778	0.677573920874201	0.68	0.588458	0.411542	0.413043	0.586957	0.411542	0.413043
11	34250812	0.655204778912249	0.83	0.787141	0.212859	0.652174	0.347826	0.212859	0.347826
11	34250812	0.655204778912249	0.83	0.787141	0.212859	0.652174	0.347826	0.212859	0.347826
11	34250814	0.655204778912249	0.89	0.786941	0.213059	0.652174	0.347826	0.213059	0.347826
11	34250814	0.655204778912249	0.89	0.786941	0.213059	0.652174	0.347826	0.213059	0.347826
11	34250847	0.595385533917496	0.46	0.941294	0.0587061	0.963768	0.0362319	0.0587061	0.0362319
11	34251242	0.277290447356576	0.41	0.929912	0.0700879	0.876812	0.123188	0.0700879	0.123188
11	34251360	0.468896478959492	0.77	0.360423	0.639577	0.26087	0.73913	0.360423	0.26087
11	34251593	0.459298153441298	0.8	0.363818	0.636182	0.268116	0.731884	0.363818	0.268116
11	34251607	0.459298153441298	0.78	0.363818	0.636182	0.268116	0.731884	0.363818	0.268116
11	34251677	0.459298153441298	0.76	0.334265	0.665735	0.268116	0.731884	0.334265	0.268116
11	34251695	0.459298153441298	0.76	0.33127	0.66873	0.268116	0.731884	0.33127	0.268116
11	34251855	0.459298153441298	0.86	0.363818	0.636182	0.268116	0.731884	0.363818	0.268116
11	34251991	0.459298153441298	0.78	0.33127	0.66873	0.268116	0.731884	0.33127	0.268116
11	34252191	0.503400582231033	0.81	0.980032	0.0199681	0.905797	0.0942029	0.0199681	0.0942029
11	34252388	0.459298153441298	0.81	0.329073	0.670927	0.268116	0.731884	0.329073	0.268116
11	34252533	0.459298153441298	0.78	0.333666	0.666334	0.268116	0.731884	0.333666	0.268116
11	34252632	0.459298153441298	0.78	0.333666	0.666334	0.268116	0.731884	0.333666	0.268116
11	34252733	0.459298153441298	0.78	0.333267	0.666733	0.268116	0.731884	0.333267	0.268116
11	34252752	0.459298153441298	0.79	0.333067	0.666933	0.268116	0.731884	0.333067	0.268116
11	34253063	0.459298153441298	0.76	0.333866	0.666134	0.268116	0.731884	0.333866	0.268116
11	34253140	0.459298153441298	0.8	0.334265	0.665735	0.268116	0.731884	0.334265	0.268116
11	34253181	0.459298153441298	0.8	0.333666	0.666334	0.268116	0.731884	0.333666	0.268116
11	34253225	0.936943283616644	0.96	0.809105	0.190895	0.681159	0.318841	0.190895	0.318841
11	34253263	0.459298153441298	0.78	0.333866	0.666134	0.268116	0.731884	0.333866	0.268116
11	34253269	0.936943283616644	0.97	0.809105	0.190895	0.681159	0.318841	0.190895	0.318841
11	34253350	0.936943283616644	0.95	0.808706	0.191294	0.681159	0.318841	0.191294	0.318841
11	34253421	0.456434832283661	0.98	0.726238	0.273762	0.695652	0.304348	0.273762	0.304348
11	34253683	0.459298153441298	0.82	0.334465	0.665535	0.268116	0.731884	0.334465	0.268116
11	34253879	0.459298153441298	0.84	0.334465	0.665535	0.268116	0.731884	0.334465	0.268116
11	34253951	0.459298153441298	0.68	0.334465	0.665535	0.268116	0.731884	0.334465	0.268116
11	34254007	0.520742032006158	0.79	0.541733	0.458267	0.586957	0.413043	0.458267	0.413043
11	34254014	0.459298153441298	0.95	0.332668	0.667332	0.268116	0.731884	0.332668	0.268116
11	34254014	0.459298153441298	0.95	0.332668	0.667332	0.268116	0.731884	0.332668	0.268116
11	34254039	0.277290447356576	0.38	0.930312	0.0696885	0.876812	0.123188	0.0696885	0.123188
11	34254075	0.459298153441298	0.99	0.327476	0.672524	0.268116	0.731884	0.327476	0.268116
11	34254160	0.237491850969979	0.97	0.102636	0.897364	0.0217391	0.978261	0.102636	0.0217391
11	34254249	0.936943283616644	0.91	0.807308	0.192692	0.681159	0.318841	0.192692	0.318841
11	34254404	0.237491850969979	0.91	0.081869	0.918131	0.0217391	0.978261	0.081869	0.0217391
11	34254752	0.237491850969979	0.5	0.931709	0.0682907	0.978261	0.0217391	0.0682907	0.0217391
11	34255059	0.237491850969979	0.81	0.0878594	0.912141	0.0217391	0.978261	0.0878594	0.0217391
11	34255176	0.81034659459143	0.69	0.258586	0.741414	0.34058	0.65942	0.258586	0.34058
11	34255312	0.275539850989482	0.63	0.0539137	0.946086	0.0217391	0.978261	0.0539137	0.0217391
11	34255541	0.275539850989482	0.64	0.0539137	0.946086	0.0217391	0.978261	0.0539137	0.0217391
11	34255651	0.275539850989482	0.61	0.0539137	0.946086	0.0217391	0.978261	0.0539137	0.0217391
11	34255779	0.275539850989482	0.56	0.0539137	0.946086	0.0217391	0.978261	0.0539137	0.0217391
11	34256153	0.943844051425968	0.68	0.798722	0.201278	0.652174	0.347826	0.201278	0.347826
11	34256377	0.874361823017091	0.37	0.790535	0.209465	0.789855	0.210145	0.209465	0.210145
11	34256447	0.537166297545383	0.97	0.711861	0.288139	0.688406	0.311594	0.288139	0.311594
11	34256499	0.275539850989482	0.55	0.0277556	0.972244	0.0217391	0.978261	0.0277556	0.0217391
11	34256549	0.538729410424456	0.36	0.938099	0.061901	0.963768	0.0362319	0.061901	0.0362319
11	34256555	0.41924488514195	0.35	0.927516	0.072484	0.869565	0.130435	0.072484	0.130435
11	34256977	0.94497373448549	0.27	0.791933	0.208067	0.637681	0.362319	0.208067	0.362319
11	34257064	0.664168231066617	0.96	0.719249	0.280751	0.695652	0.304348	0.280751	0.304348
11	34257132	0.760549869654153	0.3	0.364617	0.635383	0.376812	0.623188	0.364617	0.376812
11	34257577	0.870894557588389	0.44	0.791933	0.208067	0.630435	0.369565	0.208067	0.369565
11	34257916	0.436510129589491	0.96	0.700679	0.299321	0.710145	0.289855	0.299321	0.289855
11	34259820	0.691129262340183	0.96	0.853634	0.146366	0.753623	0.246377	0.146366	0.246377
11	34260343	0.073061976151475	0.41	0.153355	0.846645	0.101449	0.898551	0.153355	0.101449
11	34260708	0.7985445407581	0.82	0.528554	0.471446	0.449275	0.550725	0.471446	0.449275
11	34260788	0.691129262340183	0.82	0.852236	0.147764	0.753623	0.246377	0.147764	0.246377
11	34263307	0.868858640579194	0.84	0.511581	0.488419	0.42029	0.57971	0.488419	0.42029
11	34264497	0.888035672805002	0.78	0.517372	0.482628	0.442029	0.557971	0.482628	0.442029
11	34264591	0.888035672805002	0.48	0.517372	0.482628	0.442029	0.557971	0.482628	0.442029
11	34264851	0.911062086980012	0.93	0.418131	0.581869	0.405797	0.594203	0.418131	0.405797
11	34265140	0.911062086980012	0.99	0.407548	0.592452	0.405797	0.594203	0.407548	0.405797
11	34266507	0.911062086980012	0.81	0.40615	0.59385	0.405797	0.594203	0.40615	0.405797
11	34266546	0.444373946574623	0.71	0.334265	0.665735	0.34058	0.65942	0.334265	0.34058
11	34266561	0.911062086980012	0.84	0.40595	0.59405	0.405797	0.594203	0.40595	0.405797
11	34266683	0.800056614613853	0.56	0.524161	0.475839	0.449275	0.550725	0.475839	0.449275
11	34266960	0.247667870124317	0.36	0.96246	0.0375399	0.934783	0.0652174	0.0375399	0.0652174
11	34267614	0.800056614613853	0.89	0.523363	0.476637	0.449275	0.550725	0.476637	0.449275
11	34267749	0.911062086980012	0.91	0.415735	0.584265	0.405797	0.594203	0.415735	0.405797
11	34268010	0.911062086980012	0.94	0.404952	0.595048	0.405797	0.594203	0.404952	0.405797
11	34268063	0.800056614613853	0.97	0.523163	0.476837	0.449275	0.550725	0.476837	0.449275
11	34268079	0.911062086980012	0.95	0.405351	0.594649	0.405797	0.594203	0.405351	0.405797
11	34268267	0.596546139154253	0.89	0.408347	0.591653	0.398551	0.601449	0.408347	0.398551
11	34268544	0.476696499674143	0.6	0.472444	0.527556	0.413043	0.586957	0.472444	0.413043
11	34268555	0.614940458508516	0.72	0.374002	0.625998	0.210145	0.789855	0.374002	0.210145
11	34268741	0.296116668141714	0.77	0.552316	0.447684	0.73913	0.26087	0.447684	0.26087
11	34268771	0.0972206862264317	0.73	0.442292	0.557708	0.666667	0.333333	0.442292	0.333333
11	34270386	0.962140640489791	0.87	0.71885	0.28115	0.73913	0.26087	0.28115	0.26087
11	34270645	0.492834355925749	0.83	0.540935	0.459065	0.398551	0.601449	0.459065	0.398551
11	34270869	0.101420486670388	0.82	0.939097	0.0609026	0.92029	0.0797101	0.0609026	0.0797101
11	34270899	0.101420486670388	0.82	0.939297	0.0607029	0.92029	0.0797101	0.0607029	0.0797101
11	34271143	0.190859878177915	0.51	0.875998	0.124002	0.826087	0.173913	0.124002	0.173913
11	34271247	0.0753658449177718	0.34	0.847244	0.152756	0.913043	0.0869565	0.152756	0.0869565
11	34271265	0.962140640489791	0.94	0.664936	0.335064	0.73913	0.26087	0.335064	0.26087
11	34271712	0.0753658449177718	0.38	0.846046	0.153954	0.913043	0.0869565	0.153954	0.0869565
11	34272353	0.0753658449177718	0.37	0.848642	0.151358	0.913043	0.0869565	0.151358	0.0869565
11	34272688	0.101420486670388	0.82	0.939297	0.0607029	0.92029	0.0797101	0.0607029	0.0797101
11	34273669	0.245527658060125	0.78	0.837859	0.162141	0.818841	0.181159	0.162141	0.181159
11	34274021	0.439914512360119	0.49	0.980431	0.0195687	0.942029	0.057971	0.0195687	0.057971
11	34275289	0.826540893908499	0.95	0.657348	0.342652	0.724638	0.275362	0.342652	0.275362
11	34276014	0.832954963654214	0.73	0.702476	0.297524	0.731884	0.268116	0.297524	0.268116
11	34276257	0.101420486670388	0.76	0.938099	0.061901	0.92029	0.0797101	0.061901	0.0797101
11	34276503	0.832954963654214	0.76	0.706669	0.293331	0.731884	0.268116	0.293331	0.268116
11	34276504	0.101420486670388	0.78	0.946086	0.0539137	0.92029	0.0797101	0.0539137	0.0797101
11	34277071	0.190859878177915	0.66	0.873003	0.126997	0.826087	0.173913	0.126997	0.173913
11	34277082	0.832954963654214	0.73	0.709065	0.290935	0.731884	0.268116	0.290935	0.268116
11	34277359	0.101420486670388	0.76	0.945887	0.0541134	0.92029	0.0797101	0.0541134	0.0797101
11	34277386	0.832954963654214	0.7	0.701877	0.298123	0.731884	0.268116	0.298123	0.268116
11	34277386	0.832954963654214	0.7	0.701877	0.298123	0.731884	0.268116	0.298123	0.268116
11	34278541	0.832954963654214	0.77	0.696486	0.303514	0.731884	0.268116	0.303514	0.268116
11	34278600	0.826540893908499	0.78	0.652756	0.347244	0.724638	0.275362	0.347244	0.275362
11	34278873	0.832954963654214	0.77	0.696286	0.303714	0.731884	0.268116	0.303714	0.268116
11	34278960	0.832954963654214	0.77	0.696086	0.303914	0.731884	0.268116	0.303914	0.268116
11	34279015	0.832954963654214	0.86	0.696286	0.303714	0.731884	0.268116	0.303714	0.268116
11	34279425	0.832954963654214	0.76	0.697085	0.302915	0.731884	0.268116	0.302915	0.268116
11	34280911	0.790349079757773	0.082	0.883586	0.116414	0.978261	0.0217391	0.116414	0.0217391
11	34281019	0.930493349865914	0.74	0.644569	0.355431	0.717391	0.282609	0.355431	0.282609
11	34281220	0.790349079757773	0.072	0.883786	0.116214	0.978261	0.0217391	0.116214	0.0217391
11	34281496	0.237560551371589	0.85	0.747005	0.252995	0.804348	0.195652	0.252995	0.195652
11	34281748	0.23655950782021	0.87	0.698083	0.301917	0.797101	0.202899	0.301917	0.202899
11	34281959	0.930493349865914	0.71	0.641973	0.358027	0.717391	0.282609	0.358027	0.282609
11	34282229	0.23655950782021	0.93	0.696086	0.303914	0.797101	0.202899	0.303914	0.202899
11	34282684	0.0790820397662044	0.99	0.951078	0.0489217	0.927536	0.0724638	0.0489217	0.0724638
11	34282979	0.0790820397662044	0.98	0.951078	0.0489217	0.927536	0.0724638	0.0489217	0.0724638
11	34283861	0.41437285405471	0.97	0.541534	0.458466	0.405797	0.594203	0.458466	0.405797
11	34285370	0.0108532251599029	0.8	0.902756	0.0972444	0.898551	0.101449	0.0972444	0.101449
11	34286823	0.664133541102942	0.36	0.817492	0.182508	0.971014	0.0289855	0.182508	0.0289855
11	34287235	0.44429495351974	0.31	0.953275	0.0467252	0.971014	0.0289855	0.0467252	0.0289855
11	34288953	0.0310522160996655	0.82	0.836062	0.163938	0.876812	0.123188	0.163938	0.123188
11	34288980	0.0310522160996655	0.82	0.899361	0.100639	0.876812	0.123188	0.100639	0.123188
11	34289241	0.0231108666265943	0.85	0.749002	0.250998	0.862319	0.137681	0.250998	0.137681
11	34291492	0.0310522160996655	0.89	0.898962	0.101038	0.876812	0.123188	0.101038	0.123188
11	34292275	0.0231108666265943	0.66	0.751797	0.248203	0.862319	0.137681	0.248203	0.137681
11	34292525	0.0310522160996655	0.97	0.891573	0.108427	0.876812	0.123188	0.108427	0.123188
11	34292736	0.0310522160996655	0.98	0.891374	0.108626	0.876812	0.123188	0.108626	0.123188
11	34292886	0.0310522160996655	0.88	0.891573	0.108427	0.876812	0.123188	0.108427	0.123188
11	34293912	0.0310522160996655	0.87	0.891773	0.108227	0.876812	0.123188	0.108227	0.123188
11	34294114	0.135268741025316	0.72	0.152157	0.847843	0.130435	0.869565	0.152157	0.130435
11	34294162	0.830112261617621	0.96	0.479034	0.520966	0.362319	0.637681	0.479034	0.362319
11	34294185	0.0310522160996655	0.86	0.891773	0.108227	0.876812	0.123188	0.108227	0.123188
11	34294560	0.141038070384472	0.81	0.694489	0.305511	0.782609	0.217391	0.305511	0.217391
11	34294610	0.444709314528362	0.89	0.942492	0.057508	0.913043	0.0869565	0.057508	0.0869565
11	34294820	0.0153687076530207	0.86	0.891374	0.108626	0.869565	0.130435	0.108626	0.130435
11	34295026	0.0310522160996655	0.86	0.891174	0.108826	0.876812	0.123188	0.108826	0.123188
11	34295280	0.0310522160996655	0.93	0.891374	0.108626	0.876812	0.123188	0.108626	0.123188
11	34295366	0.0310522160996655	0.83	0.894968	0.105032	0.876812	0.123188	0.105032	0.123188
11	34295380	0.0310522160996655	0.83	0.893171	0.106829	0.876812	0.123188	0.106829	0.123188
11	34295454	0.0310522160996655	0.84	0.891374	0.108626	0.876812	0.123188	0.108626	0.123188
11	34295556	0.69216344559995	0.9	0.9373	0.0626997	0.978261	0.0217391	0.0626997	0.0217391
11	34295556	0.69216344559995	0.9	0.9373	0.0626997	0.978261	0.0217391	0.0626997	0.0217391
11	34295746	0.0310522160996655	0.83	0.894369	0.105631	0.876812	0.123188	0.105631	0.123188
11	34297211	0.200516428547813	0.92	0.477835	0.522165	0.34058	0.65942	0.477835	0.34058
11	34297384	0.0310522160996655	0.9	0.913139	0.086861	0.876812	0.123188	0.086861	0.123188
11	34297505	0.0310522160996655	0.88	0.896965	0.103035	0.876812	0.123188	0.103035	0.123188
11	34297541	0.444709314528362	0.88	0.951677	0.0483227	0.913043	0.0869565	0.0483227	0.0869565
11	34297638	0.444709314528362	0.83	0.904153	0.0958466	0.913043	0.0869565	0.0958466	0.0869565
11	34297791	0.444709314528362	0.91	0.94369	0.0563099	0.913043	0.0869565	0.0563099	0.0869565
11	34297823	0.566298944149453	0.89	0.568291	0.431709	0.434783	0.565217	0.431709	0.434783
11	34297971	0.181618434486	0.98	0.747804	0.252196	0.789855	0.210145	0.252196	0.210145
11	34298338	0.0224482329465267	0.68	0.792133	0.207867	0.869565	0.130435	0.207867	0.130435
11	34298383	0.383722728721614	0.56	0.97504	0.0249601	0.92029	0.0797101	0.0249601	0.0797101
11	34298448	0.141038070384472	0.92	0.696086	0.303914	0.782609	0.217391	0.303914	0.217391
11	34298509	0.0310522160996655	0.84	0.84365	0.15635	0.876812	0.123188	0.15635	0.123188
11	34298518	0.942691441126935	0.75	0.173323	0.826677	0.123188	0.876812	0.173323	0.123188
11	34298731	0.325444640498228	0.97	0.746805	0.253195	0.782609	0.217391	0.253195	0.217391
11	34298874	0.0310522160996655	0.85	0.84365	0.15635	0.876812	0.123188	0.15635	0.123188
11	34299038	0.325444640498228	0.89	0.745607	0.254393	0.782609	0.217391	0.254393	0.217391
11	34299038	0.325444640498228	0.89	0.745607	0.254393	0.782609	0.217391	0.254393	0.217391
11	34299433	0.181618434486	0.94	0.747804	0.252196	0.789855	0.210145	0.252196	0.210145
11	34301304	0.084844649936884	0.94	0.842053	0.157947	0.869565	0.130435	0.157947	0.130435
11	34301517	0.325444640498228	0.98	0.746206	0.253794	0.782609	0.217391	0.253794	0.217391
11	34301667	0.325444640498228	0.98	0.746206	0.253794	0.782609	0.217391	0.253794	0.217391
11	34301723	0.325444640498228	0.98	0.746206	0.253794	0.782609	0.217391	0.253794	0.217391
11	34302118	0.325444640498228	0.92	0.738219	0.261781	0.782609	0.217391	0.261781	0.217391
11	34302284	0.901393236271351	0.57	0.929113	0.0708866	0.876812	0.123188	0.0708866	0.123188
11	34303395	0.929820114463359	0.98	0.232827	0.767173	0.130435	0.869565	0.232827	0.130435
11	34304477	0.159539922105699	0.95	0.385783	0.614217	0.26087	0.73913	0.385783	0.26087
11	34304477	0.159539922105699	0.95	0.385783	0.614217	0.26087	0.73913	0.385783	0.26087
11	34304825	0.351124329574447	0.99	0.442891	0.557109	0.347826	0.652174	0.442891	0.347826
11	34305122	0.444709314528362	0.98	0.943091	0.0569089	0.913043	0.0869565	0.0569089	0.0869565
11	34305698	0.561654589693958	0.61	0.0419329	0.958067	0.0869565	0.913043	0.0419329	0.0869565
11	34306082	0.929820114463359	1	0.235024	0.764976	0.130435	0.869565	0.235024	0.130435
11	34306729	0.444709314528362	0.96	0.942093	0.0579073	0.913043	0.0869565	0.0579073	0.0869565
11	34306802	0.0310522160996655	0.94	0.902356	0.0976438	0.876812	0.123188	0.0976438	0.123188
11	34307712	0.459500537665043	0.94	0.286741	0.713259	0.224638	0.775362	0.286741	0.224638
11	34307925	0.084844649936884	0.92	0.798922	0.201078	0.869565	0.130435	0.201078	0.130435
11	34308774	0.653022805974534	0.97	0.288339	0.711661	0.217391	0.782609	0.288339	0.217391
11	34309237	0.653022805974534	0.85	0.273762	0.726238	0.217391	0.782609	0.273762	0.217391
11	34309519	0.459500537665043	0.99	0.277157	0.722843	0.224638	0.775362	0.277157	0.224638
11	34309863	0.351124329574447	0.99	0.437101	0.562899	0.347826	0.652174	0.437101	0.347826
11	34310205	0.873220457259435	0.55	0.875399	0.124601	0.644928	0.355072	0.124601	0.355072
11	34310403	0.351124329574447	0.88	0.438498	0.561502	0.347826	0.652174	0.438498	0.347826
11	34310975	0.653022805974534	0.96	0.273762	0.726238	0.217391	0.782609	0.273762	0.217391
11	34311031	0.200516428547813	0.98	0.404952	0.595048	0.34058	0.65942	0.404952	0.34058
11	34311435	0.247947980699314	0.99	0.731829	0.268171	0.5	0.5	0.268171	0.5
11	34311637	0.0431471936775763	0.64	0.874601	0.125399	0.702899	0.297101	0.125399	0.297101
11	34311858	0.414993974456812	0.8	0.627796	0.372204	0.637681	0.362319	0.372204	0.362319
11	34311859	0.684714824989218	0.69	0.268171	0.731829	0.224638	0.775362	0.268171	0.224638
11	34311859	0.684714824989218	0.69	0.268171	0.731829	0.224638	0.775362	0.268171	0.224638
11	34311859	0.684714824989218	0.69	0.268171	0.731829	0.224638	0.775362	0.268171	0.224638
11	34312019	0.512302717058758	0.26	0.874201	0.125799	0.913043	0.0869565	0.125799	0.0869565
11	34312247	0.991386830245375	0.15	0.532348	0.467652	0.753623	0.246377	0.467652	0.246377
11	34312247	0.991386830245375	0.15	0.532348	0.467652	0.753623	0.246377	0.467652	0.246377
11	34312300	0.525515117984486	0.75	0.449081	0.550919	0.289855	0.710145	0.449081	0.289855
11	34312530	0.110698291780812	0.78	0.125799	0.874201	0.318841	0.681159	0.125799	0.318841
11	34312648	0.241811970805973	0.33	0.748003	0.251997	0.942029	0.057971	0.251997	0.057971
11	34312996	0.33804910944603	0.48	0.669728	0.330272	0.753623	0.246377	0.330272	0.246377
11	34312998	0.305475779893821	0.87	0.136781	0.863219	0.369565	0.630435	0.136781	0.369565
11	34312998	0.305475779893821	0.87	0.136781	0.863219	0.369565	0.630435	0.136781	0.369565
11	34313135	0.868592955428589	0.86	0.783746	0.216254	0.898551	0.101449	0.216254	0.101449
11	34313216	0.150929938663039	0.81	0.380391	0.619609	0.42029	0.57971	0.380391	0.42029
11	34313693	0.35035879397572	0.95	0.39976	0.60024	0.471014	0.528986	0.39976	0.471014
11	34314048	0.305475779893821	0.96	0.136981	0.863019	0.369565	0.630435	0.136981	0.369565
11	34314176	0.62303074366281	0.87	0.946885	0.053115	0.876812	0.123188	0.053115	0.123188
11	34314249	0.305475779893821	0.97	0.13758	0.86242	0.369565	0.630435	0.13758	0.369565
11	34314302	0.305475779893821	0.96	0.13778	0.86222	0.369565	0.630435	0.13778	0.369565
11	34314373	0.757404564258941	0.55	0.723043	0.276957	0.702899	0.297101	0.276957	0.297101
11	34314814	0.575688998255724	0.77	0.979233	0.0207668	0.927536	0.0724638	0.0207668	0.0724638
11	34314986	0.286541326686177	0.67	0.198283	0.801717	0.442029	0.557971	0.198283	0.442029
11	34315134	0.575688998255724	0.79	0.977636	0.0223642	0.927536	0.0724638	0.0223642	0.0724638
11	34315216	0.575688998255724	0.78	0.977835	0.0221645	0.927536	0.0724638	0.0221645	0.0724638
11	34315234	0.574841223418305	0.47	0.904153	0.0958466	0.942029	0.057971	0.0958466	0.057971
11	34315274	0.734645647097456	0.71	0.721246	0.278754	0.753623	0.246377	0.278754	0.246377
11	34315285	0.810617521662872	0.83	0.783147	0.216853	0.891304	0.108696	0.216853	0.108696
11	34315285	0.810617521662872	0.83	0.783147	0.216853	0.891304	0.108696	0.216853	0.108696
11	34315325	0.575688998255724	0.8	0.977835	0.0221645	0.927536	0.0724638	0.0221645	0.0724638
11	34315374	0.575688998255724	0.79	0.979233	0.0207668	0.927536	0.0724638	0.0207668	0.0724638
11	34315545	0.636593287840757	0.61	0.733227	0.266773	0.782609	0.217391	0.266773	0.217391
11	34315559	0.575688998255724	0.79	0.977636	0.0223642	0.927536	0.0724638	0.0223642	0.0724638
11	34315840	0.779924931501699	0.69	0.921725	0.0782748	0.855072	0.144928	0.0782748	0.144928
11	34315919	0.159503666316272	0.77	0.979034	0.0209665	0.949275	0.0507246	0.0209665	0.0507246
11	34316266	0.188924704784186	0.59	0.558706	0.441294	0.637681	0.362319	0.441294	0.362319
11	34316436	0.413902933589912	0.75	0.945487	0.0545128	0.869565	0.130435	0.0545128	0.130435
11	34316589	0.171563380883818	0.76	0.439896	0.560104	0.623188	0.376812	0.439896	0.376812
11	34316756	0.575688998255724	0.79	0.979034	0.0209665	0.927536	0.0724638	0.0209665	0.0724638
11	34318576	0.575688998255724	0.83	0.979233	0.0207668	0.927536	0.0724638	0.0207668	0.0724638
11	34318636	0.224042996210513	0.86	0.415535	0.584465	0.536232	0.463768	0.415535	0.463768
11	34318749	0.868592955428589	0.95	0.78754	0.21246	0.898551	0.101449	0.21246	0.101449
11	34319257	0.734645647097456	0.78	0.710463	0.289537	0.753623	0.246377	0.289537	0.246377
11	34319458	0.413902933589912	0.79	0.945487	0.0545128	0.869565	0.130435	0.0545128	0.130435
11	34319647	0.611246324646513	0.092	0.877596	0.122404	0.971014	0.0289855	0.122404	0.0289855
11	34319647	0.611246324646513	0.092	0.877596	0.122404	0.971014	0.0289855	0.122404	0.0289855
11	34319648	0.978268264736103	0.81	0.721845	0.278155	0.73913	0.26087	0.278155	0.26087
11	34319648	0.978268264736103	0.81	0.721845	0.278155	0.73913	0.26087	0.278155	0.26087
11	34319674	0.0998328233511581	0.89	0.416733	0.583267	0.550725	0.449275	0.416733	0.449275
11	34320078	0.926506375703456	0.45	0.909145	0.0908546	0.927536	0.0724638	0.0908546	0.0724638
11	34320197	0.355959287222078	0.042	0.879593	0.120407	0.971014	0.0289855	0.120407	0.0289855
11	34320205	0.355959287222078	0.009	0.879593	0.120407	0.971014	0.0289855	0.120407	0.0289855
11	34320255	0.110311562253369	0.99	0.414736	0.585264	0.543478	0.456522	0.414736	0.456522
11	34320849	0.554123187167328	0.78	0.768171	0.231829	0.797101	0.202899	0.231829	0.202899
11	34321193	0.047074394401054	0.94	0.133986	0.866014	0.304348	0.695652	0.133986	0.304348
11	34321466	0.852789142145704	0.98	0.721446	0.278554	0.753623	0.246377	0.278554	0.246377
11	34321876	0.824841357689232	0.93	0.966054	0.0339457	0.92029	0.0797101	0.0339457	0.0797101
11	34323418	0.849556905165897	0.17	0.689696	0.310304	0.797101	0.202899	0.310304	0.202899
11	34324297	0.198777862832977	0.7	0.360423	0.639577	0.594203	0.405797	0.360423	0.405797
11	34324788	0.363097615704615	0.022	0.654952	0.345048	0.753623	0.246377	0.345048	0.246377
11	34325250	0.849556905165897	0.16	0.692492	0.307508	0.797101	0.202899	0.307508	0.202899
11	34325251	0.404776132515819	0.35	0.723243	0.276757	0.847826	0.152174	0.276757	0.152174
11	34325251	0.404776132515819	0.35	0.723243	0.276757	0.847826	0.152174	0.276757	0.152174
11	34325321	0.198777862832977	0.38	0.359425	0.640575	0.594203	0.405797	0.359425	0.405797
11	34326471	0.34158019597709	0.23	0.305511	0.694489	0.565217	0.434783	0.305511	0.434783
11	34327576	0.147891134215826	0.16	0.847843	0.152157	0.956522	0.0434783	0.152157	0.0434783
11	34328377	0.121174911240891	0.62	0.58766	0.41234	0.782609	0.217391	0.41234	0.217391
11	34328463	0.299166774070157	0.22	0.88738	0.11262	0.855072	0.144928	0.11262	0.144928
11	34328563	0.147891134215826	0.094	0.828075	0.171925	0.956522	0.0434783	0.171925	0.0434783
11	34328931	0.198777862832977	0.41	0.280751	0.719249	0.594203	0.405797	0.280751	0.405797
11	34329372	0.477754190487042	0.11	0.818091	0.181909	0.84058	0.15942	0.181909	0.15942
11	34330440	0.800517873664547	0.51	0.228035	0.771965	0.471014	0.528986	0.228035	0.471014
11	34330500	0.384287203851533	0.21	0.883387	0.116613	0.847826	0.152174	0.116613	0.152174
11	34330867	0.147891134215826	0.16	0.964457	0.0355431	0.956522	0.0434783	0.0355431	0.0434783
11	34332025	0.244597904264149	0.48	0.298522	0.701478	0.586957	0.413043	0.298522	0.413043
11	34332320	0.147891134215826	0.25	0.857228	0.142772	0.956522	0.0434783	0.142772	0.0434783
11	34333647	0.147891134215826	0.13	0.851038	0.148962	0.956522	0.0434783	0.148962	0.0434783
11	34333824	0.384287203851533	0.24	0.88139	0.11861	0.847826	0.152174	0.11861	0.152174
11	34333973	0.404776132515819	0.27	0.719649	0.280351	0.847826	0.152174	0.280351	0.152174
11	34334905	0.384287203851533	0.21	0.826877	0.173123	0.847826	0.152174	0.173123	0.152174
11	34335687	0.147891134215826	0.2	0.840256	0.159744	0.956522	0.0434783	0.159744	0.0434783
11	34336647	0.147891134215826	0.086	0.835663	0.164337	0.956522	0.0434783	0.164337	0.0434783
11	34337173	0.147891134215826	0.091	0.78115	0.21885	0.956522	0.0434783	0.21885	0.0434783
